54619276.0,20319,48496,1256,10245,1404,False,True,True,0.4696622980375841,1.1209578623766268,0.029031736125557636,0.23680743360377227,0.23680743360377227,38.611464968152866,13,0,11,0,86,human
948891169.0,11547,11793,1436,46907,130,False,True,True,0.21892122476064083,0.22358517395013747,0.02722532941511044,0.8893165228931652,0.8893165228931652,8.212395543175488,8,0,18,0,28,human
26042984.0,51426,4203,3470,2987,109,False,True,True,1.2082041161544967,0.09874541866365943,0.08152429282962127,0.07017667512451838,0.07017667512451838,1.2112391930835735,10,0,11,0,123,human
8283682.0,52187,99240,2510,5792,538,False,True,True,1.2627822004984635,2.4013356885329205,0.060735112638226826,0.14015050693251385,0.14015050693251385,39.537848605577686,11,0,35,0,60,human
311062620.0,46232,2191,1552,28183,90,False,True,True,1.0087275266189561,0.047805027055332516,0.03386280328155001,0.6149197067551057,0.6149197067551057,1.4117268041237114,8,0,9,0,133,human
138737516.0,18763,96096,494,10885,2219,False,False,True,0.3295223041798384,1.6876712328767123,0.008675799086757991,0.19116613979627678,0.19116613979627678,194.52631578947367,5,0,47,0,160,human
34875946.0,6750,2549,1118,3374,87,False,True,True,0.10443904627810184,0.03943927836487135,0.017298200553913755,0.05220405068775046,0.05220405068775046,2.2799642218246867,12,2,13,0,85,human
110535179.0,8790,2577,541,2338,104,False,True,True,0.36785938480853736,0.10784682988072819,0.02264071981586106,0.09784473739275999,0.09784473739275999,4.763401109057301,12,0,13,0,146,human
221922759.0,17358,2535,2418,13262,89,False,True,True,0.3016002641043907,0.044046357270689625,0.04201344847358087,0.23043108091672024,0.23043108091672024,1.0483870967741935,10,0,10,0,119,human
262940385.0,12730,4879,690,16115,277,True,True,True,0.20435026888193275,0.07832089252749017,0.011076330363592584,0.2586884982743398,0.2586884982743398,7.071014492753624,10,0,11,0,147,human
48814927.0,5090,9187,2173,1874,197,False,True,True,0.08294225003259027,0.14970342849693652,0.035409333854777736,0.030537087733020468,0.030537087733020468,4.227795674183157,14,1,14,0,118,human
29247540.0,3991,9450,5986,6493,52,False,True,True,0.06565224543510446,0.15545319953939793,0.09847014311564402,0.10681033064648791,0.10681033064648791,1.5786835950551286,14,0,20,0,137,human
319785911.0,5492,10852,610,2809,321,True,True,True,0.08532720154123423,0.16860356721148467,0.00947734758560686,0.04364240879995028,0.04364240879995028,17.79016393442623,11,0,18,0,89,human
426353995.0,11273,16253,260,6119,304,True,True,True,0.2042617188207795,0.2944970918117741,0.004711083730453532,0.11087354364094294,0.11087354364094294,62.511538461538464,10,0,10,0,130,human
355418225.0,9259,14341,66,5729,334,False,False,True,0.170738903538697,0.26445259916280955,0.001217060982131332,0.10564458131258182,0.10564458131258182,217.28787878787878,13,0,18,0,122,human
61603529.0,13993,5837,1808,7826,280,False,True,True,0.2660923802460684,0.11099701447125715,0.0343811208093255,0.14882005058284367,0.14882005058284367,3.228429203539823,11,0,11,0,160,human
351076863.0,5999,3619,1522,970,159,True,True,True,0.0694803164197774,0.041915196719982395,0.01762777822818823,0.011234523575126533,0.011234523575126533,2.3777923784494086,9,0,12,0,71,human
17680365.0,6351,1620,1443,3969,98,False,True,True,0.10957367885302186,0.027949828332844498,0.024896050792774453,0.06847707941546902,0.06847707941546902,1.1226611226611227,6,0,7,0,152,human
34371118.0,44234,76013,4694,2825,2420,False,False,True,0.8891256281407035,1.5278994974874371,0.09435175879396986,0.05678391959798995,0.05678391959798995,16.193651469961654,7,0,8,0,95,human
34051652.0,11924,75784,3512,19863,209,False,True,True,1.3616535343154048,8.654105287198812,0.4010505881009478,2.268242548818088,2.268242548818088,21.57858769931663,7,0,14,0,159,human
439928778.0,426,9683,3198,3620,248,False,True,True,0.007233088834555828,0.16440844879108937,0.05429910350448248,0.06146427601195328,0.06146427601195328,3.027829893683552,11,0,18,0,159,human
23645988.0,43722,376432,2059,105850,2528,False,True,True,0.9783834586466166,8.423558897243108,0.0460750089509488,2.368644826351593,2.368644826351593,182.82272948033025,11,0,12,0,155,human
1158306108.0,27030,6043,2264,56921,74,True,True,True,0.41211807037872783,0.09213575654083064,0.034518509483442095,0.8678569250472647,0.8678569250472647,2.6691696113074204,14,0,16,0,87,human
16016705.0,20785,253914,140,711,1012,False,True,True,0.5736958321832736,7.008390836323489,0.0038642009384487995,0.019624620480264972,0.019624620480264972,1813.6714285714286,13,0,28,0,146,human
54322823.0,17711,19860,4605,7856,828,False,True,True,0.4012914920131415,0.4499830066840376,0.1043389600090631,0.1779993202673615,0.1779993202673615,4.312703583061889,11,0,12,0,158,human
1647573157.0,34331,55656,1163,21307,2001,True,True,True,0.6375064992943623,1.0334992200846764,0.02159622669538736,0.395658471365966,0.395658471365966,47.85554600171969,10,0,11,0,159,human
18771176.0,6322,2679,1690,282,90,False,True,True,0.11192550102683946,0.04742936052687487,0.02991997733871539,0.004992564265986828,0.004992564265986828,1.5852071005917159,12,0,12,0,160,human
229219088.0,4002,855503,377,1990,5284,False,True,True,0.08092368665830874,17.298964694463542,0.007623245844623286,0.04023941440530594,0.04023941440530594,2269.238726790451,14,0,14,0,0,human
853669477.0,2840,9138,1687,3815,281,False,True,True,0.3419215025282928,1.1001685528533591,0.20310618829761617,0.4593065254033229,0.4593065254033229,5.416716064018969,12,0,11,0,149,human
90472293.0,33898,67126,1433,38776,631,False,True,True,0.7573787340527739,1.499787742699466,0.032017338070022563,0.866367272158545,0.866367272158545,46.842986741102585,8,0,12,0,59,human
351130417.0,12017,28663,680,3432,519,False,True,True,0.23506973650750182,0.5606893448876196,0.013301774221944016,0.06713483695545862,0.06713483695545862,42.15147058823529,12,0,14,0,143,human
26554371.0,21717,96462,2001,4697,2296,False,False,True,0.45636413306155044,2.027066215563074,0.04204929917834703,0.09870342740664467,0.09870342740664467,48.206896551724135,15,0,16,0,67,human
21826264.0,12352,5528,1223,2368,312,True,True,True,0.1909473163492456,0.08545634429878803,0.018906134058867177,0.036606480336383876,0.036606480336383876,4.520032706459526,7,1,7,0,160,human
2294692417.0,28795,9046,79,1618,265,False,True,True,0.3826832347664297,0.12022061266529338,0.0010499036480829292,0.021503089906306068,0.021503089906306068,114.50632911392405,7,3,9,3,88,human
25613591.0,50264,2942,817,15260,75,False,True,True,1.2061526647949512,0.0705972692150793,0.01960502003695438,0.366184339980323,0.366184339980323,3.6009791921664625,8,0,9,0,133,human
19414861.0,79951,10533,152,14,250,False,True,True,1.9500719529744628,0.25690870509036806,0.0037074074977438472,0.0003414717432132491,0.0003414717432132491,69.29605263157895,12,0,19,0,95,human
15607337.0,16266,2756,1609,13558,48,False,False,True,0.2922595946528676,0.049518470605145894,0.02890973120597959,0.2436035647549231,0.2436035647549231,1.7128651336233685,8,0,15,0,25,human
588694711.0,33167,4755,1610,16378,144,False,False,True,0.7529056569508762,0.10794061563606647,0.03654771633524017,0.37178788704258603,0.37178788704258603,2.953416149068323,12,0,12,0,154,human
66483027.0,12245,22958,478,6877,451,False,False,True,0.151716020319663,0.28445050179655557,0.005922438359558914,0.08520629413951183,0.08520629413951183,48.02928870292887,10,0,10,0,5,human
37718165.0,21815,30176,2887,8371,1072,False,True,True,0.302192854867085,0.4180138248209561,0.039992242585435454,0.11595949521395227,0.11595949521395227,10.452372705230342,9,0,16,0,126,human
32137995.0,2547,3192,229,2542,19,False,True,True,0.11690457612337632,0.14650938633129848,0.010510855097076239,0.11667508147060174,0.11667508147060174,13.93886462882096,12,0,13,0,124,human
1684237219.0,18500,3279,1753,33679,87,False,False,True,0.32224351158334785,0.05711548510712419,0.03053475004354642,0.5866399581954364,0.5866399581954364,1.8705077010838562,11,0,12,0,145,human
312195939.0,64229,27627,1537,5951,263,False,True,True,1.5334606661095858,0.6595917392861407,0.03669571445624925,0.14207950340217262,0.14207950340217262,17.97462589459987,10,0,11,0,21,human
7618952.0,40742,23925,1747,4731,1149,False,True,True,0.845059321330789,0.49624574794656934,0.03623579191902431,0.09812909649050029,0.09812909649050029,13.6949055523755,13,0,14,0,157,human
69436408.0,10578,9686,2422,11857,136,False,False,True,0.2458227789268202,0.22509353721735492,0.05628500383444494,0.2755455369384862,0.2755455369384862,3.999174236168456,15,0,12,0,101,human
149013351.0,16547,2693,682,2263,86,False,True,True,0.26318970590574353,0.042833738925736824,0.010847608595377837,0.03599433761193555,0.03599433761193555,3.9486803519061584,10,0,11,0,98,human
163489608.0,13508,980,970,868,54,False,False,True,0.1677303995827849,0.012168773437305982,0.012044602279782452,0.010778056473042441,0.010778056473042441,1.0103092783505154,11,0,12,0,113,human
